"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",1,"250","25","25","20","5","8","100","0.3","1.2","0.75",NA,20557,223729,1619,65611,25915,1377,11040,1339,5638,83626,31130,78899
