"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
107177 107135 107197 107086 107144 107127 107090 107026 107109 107112 107043
19570 19570 19570 19570 19565 19570 19629 19565 19565 19566 19570
820 820 820 820 820 820 820 820 820 820 820
10133 10179 10179 10179 10179 10179 10179 10179 10154 10179 10143
86777 86624 86486 86446 86814 86468 86435 86369 86790 86512 86596
22953 22841 22853 22841 22889 22967 22843 22904 22849 23013 22826
NA 1145 NA 1145 1145 1145 1145 1145 1145 1145 1145
NA 815 NA 815 815 815 815 815 815 815 815
NA NA NA 26081 NA 26166 26069 26015 26073 26081 26153
NA NA NA 13620 NA NA NA 13620 13620 13620 13620
NA NA NA NA NA NA NA 107123 NA 107156 107043
