"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",5,"700","25","30","20","5","4","100","0.3","1.2","0.75",1,55070,865,16876,1015,11040,67297,27635,20293,94294,20557,121856,21884
