"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",11,"700","25","30","20","5","6","100","0.3","1.2","0.75",5,36431,548,82852,37274,24145,12747,76118,78390,1340,14971,100997,8407,19740
